edad,prefiere_tipo,nivel_actividad,vive_en_departamento,acompañante,tiempo_libre,ingresos_mensuales,adopta
28,gato,medio,0,amigo,3.6,1866.0,0
62,perro,bajo,1,familia,2.1,1896.0,1
50,perro,bajo,1,solo,0.0,1453.0,0
34,ambos,bajo,0,familia,2.5,2100.0,0
23,perro,medio,0,familia,2.1,2753.0,0
21,perro,bajo,1,familia,3.3,2220.0,1
37,ambos,bajo,1,familia,6.3,1222.0,1
64,perro,medio,0,solo,3.7,1759.0,1
44,ambos,medio,1,solo,5.7,1614.0,1
32,ambos,alto,1,solo,3.6,2037.0,1
23,gato,bajo,0,solo,2.4,2931.0,0
64,ambos,bajo,0,solo,3.3,1896.0,1
31,perro,alto,1,amigo,4.8,,1
28,perro,bajo,0,solo,4.8,,1
56,gato,alto,1,solo,2.4,2613.0,1
26,perro,alto,1,solo,3.3,2402.0,1
43,ambos,alto,1,familia,1.6,3371.0,1
33,ambos,bajo,1,amigo,3.8,2343.0,1
22,gato,alto,1,solo,4.6,609.0,1
27,perro,alto,0,familia,3.0,2583.0,1
20,ambos,medio,0,solo,2.3,886.0,0
30,gato,medio,1,familia,3.4,2316.0,1
60,gato,bajo,1,amigo,3.4,,1
47,perro,bajo,0,solo,3.1,,1
62,ambos,medio,1,amigo,3.2,1745.0,1
23,gato,medio,0,familia,2.8,1461.0,1
34,ambos,medio,0,solo,4.0,1756.0,1
62,ambos,medio,0,familia,3.7,2723.0,1
36,perro,medio,1,solo,2.0,1500.0,0
59,gato,medio,1,solo,2.0,2382.0,1
52,ambos,alto,0,solo,2.7,1324.0,1
63,perro,bajo,0,solo,3.7,1867.0,1
43,ambos,medio,0,solo,3.1,,1
22,ambos,bajo,1,familia,2.4,1302.0,0
46,gato,medio,0,solo,3.3,1082.0,0
54,ambos,alto,1,solo,2.7,,0
37,ambos,alto,0,amigo,3.9,2786.0,1
38,ambos,bajo,1,familia,3.3,1945.0,1
27,perro,alto,0,familia,2.7,1680.0,1
22,perro,bajo,1,familia,3.2,2109.0,1
53,gato,medio,0,familia,4.3,2039.0,1
23,gato,bajo,0,familia,2.4,2170.0,0
43,gato,alto,1,familia,3.4,230.0,1
21,ambos,medio,1,familia,2.9,1252.0,0
56,perro,medio,1,solo,3.4,,1
56,gato,alto,1,solo,2.3,2106.0,1
52,perro,bajo,1,amigo,3.1,2130.0,1
18,ambos,bajo,1,solo,4.1,2445.0,1
41,gato,alto,0,solo,2.1,2180.0,1
53,perro,medio,1,amigo,1.7,1089.0,0
23,perro,bajo,1,familia,1.7,,0
58,ambos,medio,0,solo,1.8,2890.0,0
63,gato,medio,1,familia,3.6,1119.0,1
61,perro,bajo,0,familia,1.6,2233.0,0
48,ambos,bajo,0,familia,2.7,,0
37,ambos,bajo,1,familia,3.6,2097.0,1
41,ambos,medio,1,familia,3.4,2737.0,1
42,gato,alto,0,amigo,2.6,3491.0,1
53,gato,alto,0,solo,3.2,2526.0,1
38,ambos,medio,1,amigo,3.1,2206.0,1
47,gato,bajo,0,familia,2.8,1762.0,0
41,ambos,alto,1,familia,2.8,2127.0,1
61,perro,medio,1,familia,5.2,2952.0,1
59,gato,bajo,1,solo,3.8,1969.0,1
47,perro,alto,1,amigo,5.5,1380.0,1
39,perro,alto,1,solo,2.5,866.0,1
45,perro,alto,1,solo,2.9,2359.0,1
24,perro,alto,1,solo,1.7,2173.0,1
52,ambos,bajo,1,solo,2.2,1548.0,0
45,perro,bajo,1,familia,4.9,2718.0,1
31,gato,medio,1,solo,2.5,1705.0,1
27,ambos,bajo,0,solo,4.9,1906.0,1
33,gato,medio,0,familia,1.8,1988.0,1
33,perro,alto,0,solo,1.9,1754.0,1
48,ambos,alto,0,solo,2.7,2165.0,1
59,gato,medio,0,solo,2.9,2806.0,0
42,ambos,alto,1,solo,3.9,1200.0,1
30,ambos,alto,1,solo,3.5,2342.0,1
23,ambos,medio,1,solo,2.6,2121.0,0
61,gato,bajo,1,amigo,2.9,2108.0,1
26,perro,bajo,1,solo,2.7,2610.0,0
62,gato,medio,1,solo,2.1,2035.0,1
53,perro,bajo,1,familia,2.1,2336.0,0
60,ambos,bajo,0,solo,4.0,2501.0,1
37,perro,bajo,1,familia,1.2,1647.0,0
35,perro,medio,1,solo,4.6,2209.0,1
60,ambos,alto,0,solo,2.7,1824.0,1
38,gato,bajo,1,familia,2.2,1907.0,1
21,perro,alto,1,solo,3.7,1775.0,1
50,gato,medio,0,solo,4.5,2330.0,0
44,ambos,bajo,1,amigo,4.1,2057.0,1
24,perro,alto,0,solo,3.5,2276.0,1
23,ambos,medio,0,familia,4.1,1988.0,1
32,perro,medio,1,familia,1.3,877.0,0
35,ambos,alto,1,solo,2.5,2022.0,1
49,ambos,bajo,1,amigo,2.1,,0
28,perro,medio,1,amigo,4.2,2170.0,1
37,gato,bajo,0,familia,2.6,1584.0,0
41,perro,alto,1,familia,3.8,,1
32,ambos,medio,1,familia,3.5,2437.0,1
24,gato,medio,1,solo,2.1,1808.0,1
38,gato,bajo,0,familia,2.4,2120.0,0
59,perro,medio,1,solo,4.3,1803.0,1
43,perro,alto,1,solo,2.2,1996.0,1
61,perro,medio,1,familia,3.1,,1
31,perro,medio,1,solo,2.2,1322.0,1
54,gato,medio,0,familia,2.7,2332.0,1
38,ambos,alto,1,solo,3.0,1578.0,1
35,gato,medio,1,familia,2.2,2115.0,1
22,gato,alto,0,solo,2.0,2287.0,1
20,ambos,alto,1,solo,3.3,1589.0,1
40,ambos,medio,1,solo,2.2,1157.0,0
43,ambos,bajo,1,amigo,2.2,3698.0,1
54,gato,medio,1,solo,2.1,1631.0,1
41,perro,alto,0,amigo,2.9,2436.0,1
36,perro,bajo,1,solo,3.9,3358.0,1
42,ambos,medio,1,solo,4.5,2553.0,1
38,perro,alto,0,solo,2.3,1790.0,1
29,perro,medio,0,solo,5.2,1953.0,1
58,gato,medio,0,familia,2.0,1417.0,1
50,gato,bajo,1,familia,4.1,,1
21,gato,bajo,1,solo,2.3,2396.0,1
59,perro,alto,1,amigo,2.1,1640.0,1
24,perro,bajo,1,familia,2.3,1270.0,0
39,gato,bajo,1,solo,2.9,1075.0,1
50,ambos,alto,0,solo,3.6,2691.0,1
34,ambos,medio,1,amigo,3.7,2084.0,1
41,ambos,alto,1,solo,2.1,2150.0,1
51,ambos,alto,1,solo,2.0,1424.0,0
45,gato,bajo,1,solo,2.1,976.0,1
60,perro,bajo,1,amigo,2.9,2674.0,1
58,gato,alto,1,solo,2.8,2029.0,1
56,gato,medio,0,solo,2.0,2635.0,0
39,gato,bajo,1,solo,3.3,1730.0,1
34,gato,alto,0,solo,5.3,1834.0,1
51,gato,bajo,0,solo,2.5,2499.0,0
23,perro,alto,1,familia,2.6,2513.0,1
63,gato,bajo,0,solo,3.6,2558.0,0
